swaps_id,swaps_transaction_timestamp,swaps_logIndex,swaps_pair_id,swaps_pair_token0_symbol,swaps_pair_token0_decimals,swaps_pair_token1_symbol,swaps_pair_token1_decimals,swaps_amount0In,swaps_amount1Out,swaps_amountUSD,dateTime,calDate
0x70b0acdbf8cec35e6d9d611b62d2f00109fce400c3f5827363722f9b5034892b-0,1669672127,7,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,204.117073272,1646.8005279524896,1646.8005279524896,2022-11-28 21:48:47,2023-01-14
0x39c30ee2bf8bdcd48c5693a5a954937d2d7945b9f8a12ad7a241c0c78fb56ef9-0,1669615691,42,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,127.360621679,1025.4704863329343,1025.4704863329343,2022-11-28 06:08:11,2023-01-14
0x379816d6bd5e790f9f40a9b6bee057fc76fc94948a761d1ee691d22a4798cb3f-0,1669600259,42,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,315.196512852,2502.2449465484638,2502.2449465484638,2022-11-28 01:50:59,2023-01-13
0xd87891997957f523cba8ee8ef6e5bb9dd446fc413b9dc15120cf3edc7caf614d-0,1669595975,16,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,394.342541538,3121.8448409754374,3121.8448409754374,2022-11-28 00:39:35,2023-01-13
0x002385a9809831b848d65ac9cd2674ab0b3eda2e34fce1ff530b490b49d40319-0,1669595927,36,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,258.36827672,2064.31273414997,2064.31273414997,2022-11-28 00:38:47,2023-01-13
0x61f282f417550f2846efc884ff7741d604eef431342095a1ddebc0fc48e39720-0,1669592075,21,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,288.596819014,2323.78621811772,2323.78621811772,2022-11-27 23:34:35,2023-01-12
0x60c6cdde0c79bf0076814f006c5554146b46e61e5def1fe2e118a103ace7a304-0,1669591391,70,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,221.852915714,1799.5434799999402,1799.5434799999402,2022-11-27 23:23:11,2023-01-12
0x54575029ab9222a0933ffa9b57e70d1d6a3d375c9455f3dd2327a3f08e2a6cab-0,1669503383,37,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,513.831567581,4154.686818782781,4154.686818782781,2022-11-26 22:56:23,2023-01-12
0xbae7124d9071ec14256425e59c7c68a2dfacc953b44fe741bc7bed5c7567ac23-0,1669480547,118,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,562.695764292,4291.79871282071,4291.79871282071,2022-11-26 16:35:47,2023-01-11
0x69870f5c925b45d6df6ebb84b994d7a7bfa7da8c8847539d3fa7a9a9e02d99b6-0,1669480523,133,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,757.249518277,5803.5895742458515,5803.5895742458515,2022-11-26 16:35:23,2023-01-11
0xdeacfe63f57acdb0a2e41c13f51c6892ebe793aed2d207011754b914d4230b05-0,1669480499,115,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,1372.959032721,10838.059946720035,10838.059946720035,2022-11-26 16:34:59,2023-01-11
0xc27882ec6cd8fea39f76ab2093da1f123d873d9fe02d665e045c136b51002f2d-0,1669480499,65,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,1377.766341651,11305.460247276525,11305.460247276525,2022-11-26 16:34:59,2023-01-11
0xbb986c1a2105e143945b512fa0fcd2246e5b87916d4280a29d87c71a13f2fdad-0,1669413287,145,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,123.547891856,1035.6418160860785,1035.6418160860785,2022-11-25 21:54:47,2023-01-11
0x7f41fc7f392284e8c38c927ec8cda483915728adda08956a7832c2c4d2bf7e76-0,1669356419,114,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,126.135268517,1061.126478356436,1061.126478356436,2022-11-25 06:06:59,2023-01-11
0x2f7bc71fcc6e6c4f014fc34a13f112712b4b04b5d8aae0478b09792a1387737b-0,1669346387,21,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,138.016879276,1165.5082211729161,1165.5082211729161,2022-11-25 03:19:47,2023-01-11
0x8b489a9e88ee690b654df5f5b5228d9e6e6f31cc54a368a8b945516cc5263159-0,1669341707,389,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,151.139380638,1281.6655081745987,1281.6655081745987,2022-11-25 02:01:47,2023-01-11
0xd291d88bb8ae5a6fdc84dc82a4ee744c95a1d32dc75ea5dff51826ad0d0d0c13-0,1669246055,42,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,208.960192666,1781.248734393484,1781.248734393484,2022-11-23 23:27:35,2023-01-11
0xb4fa5d3031276202cb29676e733eac378f2c6ddf0ed343d5c30e34b30eb1cae9-0,1669213655,49,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,85.261404169,719.1372841101455,719.1372841101455,2022-11-23 14:27:35,2023-01-11
0x4732cc04610216c455c221d8913cb38d78ca886a28f048553df8efd982d3bec3-0,1669211243,36,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,239.47627726,2027.547559958471,2027.547559958471,2022-11-23 13:47:23,2023-01-11
0x46fd8cb5cd3c5a45378275612465ae32ddc169d82c24440ea9322cb98ddfc2a1-0,1669139267,58,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,258.207053138,2170.800582058189,2170.800582058189,2022-11-22 17:47:47,2023-01-10
0x048774c8490a1e3f2e327ff001de6194237594198184ca73448a64899b9df2f8-0,1669111103,11,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,272.401724066,2204.6461920549286,2204.6461920549286,2022-11-22 09:58:23,2023-01-09
0x0b578a194cb988053b6e7c654684a618af540bbb42528949102ebb92e5ee6725-0,1669098767,96,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,282.284484723,2299.4798423122834,2299.4798423122834,2022-11-22 06:32:47,2023-01-09
0x8b8f300ce8393053b695fa273f279a361cf6c89b35f2dc080649f99c15cbb180-0,1669083227,233,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,268.305189375,2199.5073295266952,2199.5073295266952,2022-11-22 02:13:47,2023-01-09
0xdeffa2b4b71f0da063fcd092552f445bad70d1860dc0e2351df9069a44ee8781-0,1669067303,60,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,370.876357219,3044.397201451844,3044.397201451844,2022-11-21 21:48:23,2023-01-07
0x63d5a4c51e666ebf9b2738f52581c1eadb4a9a05461013474a81b40e1258ddfe-0,1669054115,203,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,367.136522211,2969.829503928755,2969.829503928755,2022-11-21 18:08:35,2023-01-06
0x23018b026790588567fa83998a72354d515c9343d89671e6b6c3cc69ba4adb87-0,1669048187,33,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,355.483988734,2899.587269084788,2899.587269084788,2022-11-21 16:29:47,2023-01-05
0x8fe91df64d1c2293b9cfe67d97ef89ed185cb9cd3a3ceb56a42cfe6a207fbb9b-0,1669046207,32,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,430.136066266,3540.058345752419,3540.058345752419,2022-11-21 15:56:47,2023-01-05
0x0ea4a95b56d025bd11a57bf800e383bf533901784359f4ccf99415bec0d78a47-0,1669041599,58,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,705.219430146,5881.684985273911,5881.684985273911,2022-11-21 14:39:59,2023-01-05
0xc48f4ecba0a7c8493fdafe69095532473887e57bc1feea1906787daf026d632e-0,1669035635,88,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,239.636137487,2020.7272619870648,2020.7272619870648,2022-11-21 13:00:35,2023-01-04
0xac92f7c13719284533c44fdf73191ee22d48c2b08a8793d6c4fba227ef135e30-0,1669020647,48,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,294.13602128,2495.5889243419656,2495.5889243419656,2022-11-21 08:50:47,2023-01-04
0x7180b9ef82fb75343debafc051eb89dbbef87d09ba5e8e0a5f29c8be141aa4cb-0,1668981191,413,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,285.946828346,2433.9915765925048,2433.9915765925048,2022-11-20 21:53:11,2023-01-04
0xf3716cb1753d64403d2f9af0f6aabb00914ba4c98b3adf1e88ec30157500f346-0,1668981107,168,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,123.030158679,1052.285498030531,1052.285498030531,2022-11-20 21:51:47,2023-01-04
0x88e350818b7f6ac89df39f5830f255ee66620fd092a2bfeab7d871b30eb1a2ce-0,1668945455,27,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,470.36352823,4051.385160525973,4051.385160525973,2022-11-20 11:57:35,2023-01-04
0xa29c7d49a2f350f901bb21b5235524972a03825142c58a2843efec90319456ca-0,1668944075,270,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,379.689543826,3303.4919032134308,3303.4919032134308,2022-11-20 11:34:35,2023-01-04
0x68146aa98ba5c29edfdb7e87e44596d2f70d89c017e69188f6c1657af22086f4-0,1668942671,259,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,304.701127055,2672.742163930649,2672.742163930649,2022-11-20 11:11:11,2023-01-03
0xc2ad5b71387215f3013b8429e1ee37ea84b9bd05a0e88dad357b7435d69256e1-0,1668942515,30,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,98.131698549,864.9266164672996,864.9266164672996,2022-11-20 11:08:35,2023-01-03
0x612960fbcb463bbef3758940c6d869c2298e3260789350b742e55f845c9b65d1-0,1668940091,195,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,141.233298386,1248.3961344205838,1248.3961344205838,2022-11-20 10:28:11,2023-01-03
0x588fb8c8ae06cf5ad4b88d41ce3a41dc63cb0fe895941f38ce7b267238c833c4-0,1668938087,232,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,158.998736893,1410.4984657478453,1410.4984657478453,2022-11-20 09:54:47,2023-01-03
0xd8a68c812544be08dc5afbf577d8e11ef8fed793df82de47a6b7deb04cb1683f-0,1668935615,93,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,129.243138075,1150.5081474504743,1150.5081474504743,2022-11-20 09:13:35,2023-01-03
0x308195ad1569a8c7b589b81fbabb1d1f839825901383d1d1b3a7969ec287f4b1-0,1668928343,39,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,39.805490306,355.02893046845116,355.02893046845116,2022-11-20 07:12:23,2023-01-03
0xb7d96fc188742a24e887dfb83bf66f369da1835c4f4c9bc3897cbeb4985c5f87-0,1668872831,23,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,138.275311308,1234.100906662026,1234.100906662026,2022-11-19 15:47:11,2023-01-03
0x2df8d038d301838ae4e1334b379407c07af49d489083e71a86467cdd2e52b713-0,1668868883,113,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,114.37363496,1023.8904342800005,1023.8904342800005,2022-11-19 14:41:23,2023-01-02
0xd44f2b5a8e23692ffcbb1f91ea0abdab8b2e49ff3ab5d274eb909e6ece2f35f8-0,1668835619,245,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,134.376725229,1206.5775580129966,1206.5775580129966,2022-11-19 05:26:59,2023-01-02
0x8201deae6938ceae788355d5e3a8cad53d3e47233f868c69861b8e7d37fc8884-0,1668817883,30,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,161.846287917,1458.4413767191024,1458.4413767191024,2022-11-19 00:31:23,2023-01-02
0xad7271be2706f86231ad2c6cab8911a65f51ff60c05e3916ce585d210d452b2d-0,1668816347,55,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,174.810743172,1581.7026006095919,1581.7026006095919,2022-11-19 00:05:47,2023-01-02
0x298e3ce3542448ea282812840b6980cebc98f9149947a12a7c337314b99cc34b-0,1668722315,34,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,39.280228744,351.16322856718693,351.16322856718693,2022-11-17 21:58:35,2023-01-01
0x5bf961aef4fe8de409a635878cb679fe962664a76ccc736ff8b460e46960fed2-0,1668722027,139,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,90.170996028,807.3838171522619,807.3838171522619,2022-11-17 21:53:47,2023-01-01
0x0042a0c50a68bb41e048c8d60381464ce403e1343b90dc11ab4208095cf519fd-0,1668692999,310,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,243.421735563,2188.481493477492,2188.481493477492,2022-11-17 13:49:59,2023-01-01
0x6e57ec8405b26433f3aa9bde8c42292d56d47291d59de3080ae3907e06fec152-0,1668669239,71,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,345.710212672,3130.629363290789,3130.629363290789,2022-11-17 07:13:59,2023-01-01
0x917b92941eb4e76f6050faa866136276dc81716b660bc4a298d29b8170ca4431-0,1668648683,40,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,266.678138711,2433.129117107042,2433.129117107042,2022-11-17 01:31:23,2023-01-01
0xc95b1c1d5b20608dadf82ec56a5fd07841390273b5753006ea7f9ec4b2eb6be6-0,1668644951,35,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,369.049718609,3393.3694961779292,3393.3694961779292,2022-11-17 00:29:11,2023-01-01
0xcb63f447b6c16300d92a75035106cd9f41559008f6c3a356cf1be1983c944d43-0,1668644543,20,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,185.639844221,1718.4486951715792,1718.4486951715792,2022-11-17 00:22:23,2023-01-01
0xcc3a04e42c77409a820919b662fb2e4acb481fe8d2c7ee63d757bf00a291a1aa-0,1668610607,52,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,149.588861499,1381.2376876357782,1381.2376876357782,2022-11-16 14:56:47,2022-12-31
0xd2c11448a202882169633f71d6b1aba8bda2b655f122d6f1168eda5b44f45fec-0,1668595019,54,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,252.836847437,2346.296325440585,2346.296325440585,2022-11-16 10:36:59,2022-12-31
0x478797debf2f56a7128e95e19493d115d7444ce74125ed4db3b9cea7428122b9-0,1668531059,20,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,339.884708251,3174.8565852522206,3174.8565852522206,2022-11-15 16:50:59,2022-12-31
0xafcbb155a7309b6fa9252228a800d6d33f122b624da6269480663b3e132d1594-0,1668505259,10,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,259.24409172,2436.014543837682,2436.014543837682,2022-11-15 09:40:59,2022-12-31
0x5f912c22465341b2e562434984dfc6e075d0b06c49dcdbe87f8aa7e735f14caf-0,1668499787,42,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,281.993119138,2663.9197601821984,2663.9197601821984,2022-11-15 08:09:47,2022-12-31
0x10f2840f32c556580dba0ccf43c7fd4bc9f282cad0b624f2645b6fc72aef53cc-0,1668456755,46,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,166.612194746,1544.5168300275202,1544.5168300275202,2022-11-14 20:12:35,2022-12-30
0x48d7b58b79575d5031f89b6905effdcbb62bb47b2b4bfaccae8a0b7c45efc6ac-0,1668436031,59,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,350.424268789,3265.1565900368446,3265.1565900368446,2022-11-14 14:27:11,2022-12-29
0xdb154ced7f0e6897cff5420990127cafa521516850503e2fdbe048d3946292d3-0,1668393395,254,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,198.183311473,1785.6828119916695,1785.6828119916695,2022-11-14 02:36:35,2022-12-28
0x834f40fb3af472e62e62e03a2a669dfb25d9c1289ffc95197d18765dbf89ed6c-0,1668391847,330,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,143.567935347,1297.7148357504934,1297.7148357504934,2022-11-14 02:10:47,2022-12-28
0x057ff0849c2cad86ab3bde0a37b7b39b235efe141a9efd040037bbb465aa69d2-0,1668387011,21,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,337.698918206,3066.6565770606167,3066.6565770606167,2022-11-14 00:50:11,2022-12-28
0x5220c485cb65218ecb1e50457392ff864636c13b5ce040f317c6f04e5e1dbb14-0,1668386723,302,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,173.42950756,1582.8890518130645,1582.8890518130645,2022-11-14 00:45:23,2022-12-28
0xeeac1ac9b2bdf793f774ee31023cf7fc1d808bce6437661dd1a49b2b19233c5c-0,1668382403,30,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,338.555232268,3105.368324789526,3105.368324789526,2022-11-13 23:33:23,2022-12-28
0x98e93067f954ef29399598a3bced94e1621af894839657774c2ed02454b2ec8c-0,1668374243,29,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,568.894133005,5192.97951543271,5192.97951543271,2022-11-13 21:17:23,2022-12-27
0x0e54be72bfdd6a4c25961761302aa8b4db56a00b738cb52ff5ab97e3390ac505-0,1668363839,54,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,333.6347055,3072.7830918208674,3072.7830918208674,2022-11-13 18:23:59,2022-12-26
0x7fe1a4aaf8fc6e83d03d3f1ffe20db3febc690036e5066341faeb9ccc8da7ead-0,1668353099,6,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,559.694901503,5199.919766407896,5199.919766407896,2022-11-13 15:24:59,2022-12-26
0xa50ae5cdc455e4e239ee0bbe1ba84b68b0eea023b00e8084cc2be3eb7d505a95-0,1668332363,37,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,548.881855155,5115.245075185223,5115.245075185223,2022-11-13 09:39:23,2022-12-25
0xf6aeedcdacf443332e7ee080792d34240c608134e3974e3c3e71cadcc2075ada-0,1668330407,121,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,366.53523809,3446.666318374888,3446.666318374888,2022-11-13 09:06:47,2022-12-25
0xb9b87411d47bac0933ad5faa027a1888bb9b2f51c33cceb35c65e4e6e899c999-0,1668322943,113,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,487.895738364,4626.13791550007,4626.13791550007,2022-11-13 07:02:23,2022-12-24
0x3a39c65ddf9562504710f90d39042de8de2eab44fa37351bfda801a74f01611f-0,1668229439,158,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,359.120935167,3361.231904754762,3361.231904754762,2022-11-12 05:03:59,2022-12-23
0x663863ede6f26c284ba1b21c7a02f5ed35ae15c9ef69d865b5db38b81d3443e7-0,1668223499,8,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,273.943384984,2580.0972168743156,2580.0972168743156,2022-11-12 03:24:59,2022-12-23
0xcec07871e34eb00585a9a2a607a69e40fdbbff365e488c657e77f3f716624a0a-0,1668216755,42,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,216.749059526,2051.496768147579,2051.496768147579,2022-11-12 01:32:35,2022-12-23
0x3cf354d5850a621b0a010290e9e4549edc5ba81d090ffa0da7ae566fae3783ae-0,1668199427,76,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,508.504609716,4818.951560706016,4818.951560706016,2022-11-11 20:43:47,2022-12-23
0x29f6d483e6585da0f7e4c7cb9e5d5620669047d3c75af717186dde9ef2c95975-0,1668182579,28,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,429.452562628,4104.299594765543,4104.299594765543,2022-11-11 16:02:59,2022-12-23
0x4048d729c650dbcee93e1afe5f70bd5d4d60781f159a8aa0db9779b41d75d15f-0,1668176159,30,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,722.183753392,6825.547884870952,6825.547884870952,2022-11-11 14:15:59,2022-12-23
0xcb26f38a702516f4eb2d14f8d8bcd5c2d00d50ed7191e6a371e415bb655e2855-0,1668136919,473,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,280.442400866,2601.395611427523,2601.395611427523,2022-11-11 03:21:59,2022-12-23
0xf67333d80496d8f451f6891d229accba03aa2cc34c1dc09884d1ab83c81ddce3-0,1668136103,379,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,321.904898371,3001.728993761191,3001.728993761191,2022-11-11 03:08:23,2022-12-23
0xc777edefd14567472c9cf25ff816d39291913346b20ac236f053e1bba79461a0-0,1668132035,75,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,185.168608535,1734.3377433979726,1734.3377433979726,2022-11-11 02:00:35,2022-12-22
0x5202cb91890a6e6f94c141ee0b5cae712eb1a205045e1efea0bf699a29d34537-0,1668122531,17,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,329.981684714,3104.6892973651784,3104.6892973651784,2022-11-10 23:22:11,2022-12-22
0x34f288698d63770ed6ebbe13c746afc57cd10e6377435b6014ff0f9c243bb11e-0,1668102143,103,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,831.763846787,7607.236202073999,7607.236202073999,2022-11-10 17:42:23,2022-12-22
0x939639d5dd8aa0b8390735d466a10b1113239faeb2e30831fc36d5da5d939ec7-0,1668101891,68,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,838.584100142,7781.598050231227,7781.598050231227,2022-11-10 17:38:11,2022-12-22
0x980c69eae9d7e766543faee3a71cf331913a1aa9e0916a193aa340e543055617-0,1668099587,70,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,457.513266963,4293.733554135729,4293.733554135729,2022-11-10 16:59:47,2022-12-22
0x1d74d38df744ed6c086d499c0510eefc461c022149699c7c4e4859a439ca18c0-0,1668077387,74,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,364.235526112,3305.9413212181453,3305.9413212181453,2022-11-10 10:49:47,2022-12-22
0x525dac423fe304e8b77695d4b0821fbab7feed87f5fbe354c4c710bdfc68a769-0,1668075755,97,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,500.91807259,4580.111144072654,4580.111144072654,2022-11-10 10:22:35,2022-12-22
0x40fa1c3c784b5ab7644ed0bf915c5e65583e7a9470fc601ad10979c9b6d862bc-0,1668065279,65,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,111.129451826,994.6118772695538,994.6118772695538,2022-11-10 07:27:59,2022-12-22
0xf6b69ee5ae0ea3cbbb3c44748c74a02576a2a3dcb0b915c3d5ac042d51345692-0,1668064775,64,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,63.352162121,567.7935756763043,567.7935756763043,2022-11-10 07:19:35,2022-12-22
0x47d45007142a485ef3c58cfe57d37ac6b287160d1508235fa975c769b3219a93-0,1668064691,45,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,136.142582045,1222.3880401507656,1222.3880401507656,2022-11-10 07:18:11,2022-12-22
0x41d5c69c0b8f9cff448d1a0c7ccdf8641d67b92795e4a5e8b8313a5da68cc058-0,1668054635,33,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,543.377698026,4906.882711926228,4906.882711926228,2022-11-10 04:30:35,2022-12-22
0x1ab7f58535c55e32e4b583611e0332ccbaf9c70134c0fe964bc826ad8e1003a8-0,1668046067,76,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,296.938723992,2678.2818462487203,2678.2818462487203,2022-11-10 02:07:47,2022-12-22
0x6afce9433fe297c9207757869e7769c3d1ba2673e8f2d69f363e6b81d2b5b06e-0,1668036287,203,0x5769071665eb8db80e7e9226f92336bb2897dcfa,OHM,9,FRAX,18,868.137782557,7672.871777462093,7672.871777462093,2022-11-09 23:24:47,2022-12-21
